airportID,airportName,city,country,IATA,ICAO,latitude,longitude,altitude,timezone,dst
2015,Hamilton,Hamilton,New Zealand,HLZ,NZHN,-37.866661,175.332056,172,12,Z
2017,Kerikeri,Kerikeri,New Zealand,KKE,NZKK,-35.262779,173.911944,492,12,Z
2018,Kaitaia,Kaitaia,New Zealand,KAT,NZKT,-35.07,173.285278,270,12,Z
2022,Masterton,Masterton,New Zealand,MRO,NZMS,-40.973333,175.633611,364,12,Z
2023,New Plymouth,New Plymouth,New Zealand,NPL,NZNP,-39.008611,174.179167,97,12,Z
2024,Nelson,Nelson,New Zealand,NSN,NZNS,-41.298333,173.221111,17,12,Z
2025,Invercargill,Invercargill,New Zealand,IVC,NZNV,-46.412408,168.312992,5,12,Z
2028,Palmerston North,Palmerston North,New Zealand,PMR,NZPM,-40.320556,175.616944,151,12,Z
2029,Paraparaumu,Paraparaumu,New Zealand,PPQ,NZPP,-40.904722,174.989167,22,12,Z
2030,Queenstown,Queenstown International,New Zealand,ZQN,NZQN,-45.021111,168.739167,1171,12,Z
2031,Rotorua,Rotorua,New Zealand,ROT,NZRO,-38.109167,176.317222,935,12,Z
2034,Tauranga,Tauranga,New Zealand,TRG,NZTG,-37.671944,176.19611,13,12,Z
2035,Timaru,Timaru,New Zealand,TIU,NZTU,-44.302778,171.225278,89,12,Z
2037,Woodbourne,Woodbourne,New Zealand,BHE,NZWB,-41.518333,173.870278,109,12,Z
2039,Wanaka,Wanaka,New Zealand,WKA,NZWF,-44.722222,169.245556,1142,12,Z
2041,Whakatane,Whakatane,New Zealand,WHK,NZWK,-37.920556,176.914167,20,12,Z
2042,Wellington Intl,Wellington,New Zealand,WLG,NZWN,-41.327221,174.805278,41,12,Z
2045,Whangarei,Whangarei,New Zealand,WRE,NZWR,-35.768333,174.365,133,12,Z
2046,Westport,Westport,New Zealand,WSZ,NZWS,-41.738056,171.580833,13,12,Z
2047,Wanganui,Wanganui,New Zealand,WAG,NZWU,-39.962222,175.025278,27,12,Z
2048,Herat,Herat,Afghanistan,HEA,OAHR,34.210017,62.2283,3206,5,U
2050,Kabul Intl,Kabul,Afghanistan,KBL,OAKB,34.565853,69.212328,5877,5,U
2051,Kandahar,Kandahar,Afghanistan,KDH,OAKN,31.505756,65.847822,3337,5,U
2053,Mazar I Sharif,Mazar-i-sharif,Afghanistan,MZR,OAMS,36.706914,67.209678,1284,5,U
2057,Bahrain Intl,Bahrain,Bahrain,BAH,OBBI,26.270834,50.63361,6,3,U
2059,Abha,Abha,Saudi Arabia,AHB,OEAB,18.240367,42.656625,6858,3,U
2060,Al Ahsa,Al-ahsa,Saudi Arabia,HOF,OEAH,25.285306,49.485189,588,3,U
2061,Al Baha,El-baha,Saudi Arabia,ABT,OEBA,20.296139,41.634277,5486,3,U
2062,Bisha,Bisha,Saudi Arabia,BHH,OEBH,19.98435,42.620881,3887,3,U
2064,King Fahd Intl,Dammam,Saudi Arabia,DMM,OEDF,26.471161,49.79789,72,3,U
2066,King Abdullah Bin Abdulaziz,Gizan,Saudi Arabia,GIZ,OEGN,16.901111,42.585833,20,3,U
2067,Gassim,Gassim,Saudi Arabia,ELQ,OEGS,26.302822,43.773911,2126,3,U
2068,Guriat,Guriat,Saudi Arabia,URY,OEGT,31.411942,37.279469,1672,3,U
2069,Hail,Hail,Saudi Arabia,HAS,OEHL,27.437917,41.686292,3331,3,U
2072,King Abdulaziz Intl,Jeddah,Saudi Arabia,JED,OEJN,21.679564,39.156536,48,3,U
2074,Prince Mohammad Bin Abdulaziz,Madinah,Saudi Arabia,MED,OEMA,24.553422,39.705061,2151,3,U
2075,Nejran,Nejran,Saudi Arabia,EAM,OENG,17.611436,44.419169,3982,3,U
2076,Qaisumah,Hafr Al-batin,Saudi Arabia,AQI,OEPA,28.335192,46.125069,1174,3,U
2081,Rafha,Rafha,Saudi Arabia,RAH,OERF,29.626419,43.490614,1474,3,U
2082,King Khaled Intl,Riyadh,Saudi Arabia,RUH,OERK,24.95764,46.698776,2049,3,U
2084,Arar,Arar,Saudi Arabia,RAE,OERR,30.906589,41.138217,1813,3,U
2086,Sharurah,Sharurah,Saudi Arabia,SHW,OESH,17.466875,47.121431,2363,3,U
6808,Mudgee Airport,Mudgee,Australia,DGE,YMDG,-32.5625,149.611,1545,10,O
2089,Tabuk,Tabuk,Saudi Arabia,TUU,OETB,28.365417,36.618889,2551,3,U
2090,Taif,Taif,Saudi Arabia,TIF,OETF,21.483418,40.544334,4848,3,U
2093,Turaif,Turaif,Saudi Arabia,TUI,OETR,31.692683,38.7312,2803,3,U
2095,Wejh,Wejh,Saudi Arabia,EJH,OEWJ,26.198553,36.476381,66,3,U
2096,Yenbo,Yenbo,Saudi Arabia,YNB,OEYN,24.144244,38.06335,26,3,U
2097,Abadan,Abadan,Iran,ABD,OIAA,30.371111,48.228333,19,4,E
2103,Mahshahr,Bandar Mahshahr,Iran,MRX,OIAM,30.556192,49.151879,8,4,E
2104,Ahwaz,Ahwaz,Iran,AWZ,OIAW,31.337431,48.76195,66,4,E
2106,Bushehr,Bushehr,Iran,BUZ,OIBB,28.944811,50.834637,68,4,E
2109,Kish Island,Kish Island,Iran,KIH,OIBK,26.526156,53.980211,101,4,E
2110,Bandar Lengeh,Bandar Lengeh,Iran,BDH,OIBL,26.532,54.824847,67,4,E
2114,Shahid Ashrafi Esfahani,Bakhtaran,Iran,KSH,OICC,34.345853,47.158128,4301,4,E
2117,Sanandaj,Sanandaj,Iran,SDG,OICS,35.245856,47.009247,4522,4,E
2123,Rasht,Rasht,Iran,RAS,OIGG,37.325314,49.605817,-40,4,E
2131,Mehrabad Intl,Teheran,Iran,THR,OIII,35.689167,51.313416,3962,4,E
2134,Bandar Abbass Intl,Bandar Abbas,Iran,BND,OIKB,27.218317,56.37785,22,4,E
2136,Kerman,Kerman,Iran,KER,OIKK,30.274444,56.951111,5741,4,E
2142,Birjand,Birjand,Iran,XBJ,OIMB,32.898056,59.266111,4952,4,E
2151,Ramsar,Ramsar,Iran,RZR,OINR,36.909908,50.679589,-70,4,E
2157,Shiraz Shahid Dastghaib Intl,Shiraz,Iran,SYZ,OISS,29.539242,52.589786,4920,4,E
2162,Tabriz Intl,Tabriz,Iran,TBZ,OITT,38.133889,46.235,4459,4,E
2164,Yazd Shahid Sadooghi,Yazd,Iran,AZD,OIYY,31.904908,54.276503,4054,4,E
2166,Chah Bahar,Chah Bahar,Iran,ZBR,OIZC,25.44335,60.382114,43,4,E
2167,Zahedan Intl,Zahedan,Iran,ZAH,OIZH,29.475686,60.906189,4564,4,E
2170,Queen Alia Intl,Amman,Jordan,AMM,OJAI,31.722556,35.993214,2395,2,E
2172,Aqaba King Hussein Intl,Aqaba,Jordan,AQJ,OJAQ,29.611619,35.018067,175,2,E
2176,Kuwait Intl,Kuwait,Kuwait,KWI,OKBK,29.226567,47.968928,206,3,U
2177,Rafic Hariri Intl,Beirut,Lebanon,BEY,OLBA,33.820931,35.488389,87,2,E
2179,Abu Dhabi Intl,Abu Dhabi,United Arab Emirates,AUH,OMAA,24.432972,54.651138,88,4,U
2188,Dubai Intl,Dubai,United Arab Emirates,DXB,OMDB,25.252778,55.364444,62,4,U
2189,Fujairah Intl,Fujeirah,United Arab Emirates,FJR,OMFJ,25.112225,56.323964,152,4,U
2190,Ras Al Khaimah Intl,Ras Al Khaimah,United Arab Emirates,RKT,OMRK,25.613483,55.938817,102,4,U
2191,Sharjah Intl,Sharjah,United Arab Emirates,SHJ,OMSJ,25.328575,55.51715,111,4,U
2192,Khasab,Khasab,Oman,KHS,OOKB,26.170986,56.240569,100,4,U
2194,Seeb Intl,Muscat,Oman,MCT,OOMS,23.593278,58.284444,48,4,U
2195,Salalah,Salalah,Oman,SLL,OOSA,17.038719,54.091297,73,4,U
2202,Faisalabad Intl,Faisalabad,Pakistan,LYP,OPFA,31.365014,72.994842,591,5,N
2203,Gwadar,Gwadar,Pakistan,GWD,OPGD,25.233308,62.329494,36,5,N
2204,Gilgit,Gilgit,Pakistan,GIL,OPGT,35.918786,74.333644,4796,5,N
2206,Jinnah Intl,Karachi,Pakistan,KHI,OPKC,24.906547,67.160797,100,5,N
2207,Allama Iqbal Intl,Lahore,Pakistan,LHE,OPLA,31.521564,74.403594,712,5,N
2212,Moenjodaro,Moenjodaro,Pakistan,MJD,OPMJ,27.335156,68.143053,154,5,N
2214,Multan Intl,Multan,Pakistan,MUX,OPMT,30.203222,71.419111,403,5,N
2215,Nawabshah,Nawabshah,Pakistan,WNS,OPNH,26.219442,68.390053,95,5,N
2217,Panjgur,Panjgur,Pakistan,PJG,OPPG,26.954547,64.132517,3289,5,N
2219,Peshawar Intl,Peshawar,Pakistan,PEW,OPPS,33.993911,71.514581,1158,5,N
2221,Quetta,Quetta,Pakistan,UET,OPQT,30.251369,66.937764,5267,5,N
2222,Sheikh Zayed,Rahim Yar Khan,Pakistan,RYK,OPRK,28.3839,70.279572,271,5,N
2223,Chaklala,Islamabad,Pakistan,ISB,OPRN,33.616653,73.099233,1668,5,N
2227,Sukkur,Sukkur,Pakistan,SKZ,OPSK,27.721989,68.791683,196,5,N
2233,Zhob,Zhob,Pakistan,PZH,OPZB,31.358381,69.463606,4728,5,N
2234,Basrah Intl,Basrah,Iraq,BSR,ORMM,30.549069,47.662142,11,3,U
2235,Aleppo Intl,Aleppo,Syria,ALP,OSAP,36.180675,37.224358,1276,2,E
2236,Damascus Intl,Damascus,Syria,DAM,OSDI,33.410636,36.514267,2020,2,E
2239,Bassel Al Assad Intl,Latakia,Syria,LTK,OSLK,35.401094,35.948681,157,2,E
2241,Doha Intl,Doha,Qatar,DOH,OTBD,25.261125,51.565056,35,4,U
2243,Rota Intl,Rota,Northern Mariana Islands,ROP,PGRO,14.174308,145.242536,607,10,U
2244,Francisco C Ada Saipan Intl,Saipan,Northern Mariana Islands,SPN,PGSN,15.119003,145.729356,215,10,U
2246,Guam Intl,Agana,Guam,GUM,PGUM,13.48345,144.795983,298,10,U
2247,Tinian Intl,West Tinian,Northern Mariana Islands,TIQ,PGWT,14.999203,145.61935,271,10,U
2249,Marshall Islands Intl,Majuro,Marshall Islands,MAJ,PKMJ,7.064758,171.272022,6,12,U
2251,Bucholz Aaf,Kwajalein,Marshall Islands,KWA,PKWA,8.720122,167.731661,9,12,U
2252,Cassidy Intl,Kiritimati,Kiribati,CXI,PLCH,1.986161,-157.349778,5,-12,U
2254,Chuuk Intl,Chuuk,Micronesia,TKK,PTKK,7.461869,151.843006,11,10,U
2255,Pohnpei Intl,Pohnpei,Micronesia,PNI,PTPN,6.9851,158.208989,10,11,U
2256,Babelthuap,Babelthuap,Palau,ROR,PTRO,7.367303,134.544278,176,9,U
2257,Kosrae,Kosrae,Micronesia,KSA,PTSA,5.356975,162.958386,11,12,U
2258,Yap Intl,Yap,Micronesia,YAP,PTYA,9.498911,138.082497,91,10,U
2259,Shang Yi,Kinmen,Taiwan,KNH,RCBS,24.427892,118.359197,93,8,U
2262,Fengnin,Fengnin,Taiwan,TTT,RCFN,22.754986,121.101681,143,8,U
2264,Kaohsiung Intl,Kaohsiung,Taiwan,KHH,RCKH,22.577094,120.350006,31,8,U
2268,Ching Chuang Kang,Taichung,Taiwan,RMQ,RCMQ,24.264668,120.62058,663,8,N
2272,Magong,Makung,Taiwan,MZG,RCQC,23.568669,119.628311,103,8,U
2275,Sungshan,Taipei,Taiwan,TSA,RCSS,25.069722,121.5525,18,8,U
2276,Taoyuan Intl,Taipei,Taiwan,TPE,RCTP,25.077731,121.232822,106,8,U
2278,Hualien,Hualien,Taiwan,HUN,RCYU,24.023725,121.616906,52,8,U
2279,Narita Intl,Tokyo,Japan,NRT,RJAA,35.764722,140.386389,141,9,U
2280,Matsumoto,Matsumoto,Japan,MMJ,RJAF,36.166758,137.922669,2182,9,U
2281,Hyakuri,Ibaraki,Japan,IBR,RJAH,36.181083,140.415444,105,9,U
2284,Nanki Shirahama,Nanki-shirahama,Japan,SHM,RJBD,33.662222,135.364444,298,9,U
2286,Obihiro,Obihiro,Japan,OBO,RJCB,42.733333,143.217222,505,9,U
2287,New Chitose,Sapporo,Japan,CTS,RJCC,42.7752,141.692283,82,9,U
2288,Hakodate,Hakodate,Japan,HKD,RJCH,41.77,140.821944,151,9,U
2290,Memanbetsu,Memanbetsu,Japan,MMB,RJCM,43.880606,144.164053,135,9,U
2291,Nakashibetsu,Nakashibetsu,Japan,SHB,RJCN,43.5775,144.96,234,9,U
2294,Wakkanai,Wakkanai,Japan,WKJ,RJCW,45.404167,141.800833,30,9,U
2295,Iki,Iki,Japan,IKI,RJDB,33.749027,129.785417,41,9,U
2296,Yamaguchi Ube,Yamaguchi,Japan,UBJ,RJDC,33.93,131.278611,23,9,U
2297,Tsushima,Tsushima,Japan,TSJ,RJDT,34.284889,129.33055,213,9,U
2298,Monbetsu,Monbetsu,Japan,MBE,RJEB,44.303914,143.404028,80,9,U
2299,Asahikawa,Asahikawa,Japan,AKJ,RJEC,43.670833,142.4475,721,9,U
2304,Fukue,Fukue,Japan,FUJ,RJFE,32.666269,128.832808,273,9,U
2305,Fukuoka,Fukuoka,Japan,FUK,RJFF,33.585942,130.450686,32,9,U
2307,Kagoshima,Kagoshima,Japan,KOJ,RJFK,31.803397,130.719408,906,9,U
2308,Miyazaki,Miyazaki,Japan,KMI,RJFM,31.877222,131.448611,20,9,U
2310,Oita,Oita,Japan,OIT,RJFO,33.479444,131.737222,19,9,U
2311,New Kitakyushu,Kitakyushu,Japan,KKJ,RJFR,33.845942,131.034689,21,9,U
2312,Kumamoto,Kumamoto,Japan,KMJ,RJFT,32.837319,130.85505,642,9,U
2313,Nagasaki,Nagasaki,Japan,NGS,RJFU,32.916944,129.913611,15,9,U
2316,Amami,Amami,Japan,ASJ,RJKA,28.430633,129.712542,27,9,U
2322,Komatsu,Kanazawa,Japan,KMQ,RJNK,36.394611,136.406544,36,9,U
2324,Toyama,Toyama,Japan,TOY,RJNT,36.648333,137.1875,95,9,U
2326,Hiroshima,Hiroshima,Japan,HIJ,RJOA,34.436111,132.919444,1088,9,U
2327,Okayama,Okayama,Japan,OKJ,RJOB,34.756944,133.855278,806,9,U
2328,Izumo,Izumo,Japan,IZO,RJOC,35.413611,132.89,15,9,U
2330,Yonago Kitaro,Miho,Japan,YGJ,RJOH,35.492222,133.236389,20,9,U
2332,Kochi,Kochi,Japan,KCZ,RJOK,33.546111,133.669444,42,9,U
2333,Matsuyama,Matsuyama,Japan,MYJ,RJOM,33.827222,132.699722,25,9,U
2334,Osaka Intl,Osaka,Japan,ITM,RJOO,34.785528,135.438222,50,9,U
2335,Tottori,Tottori,Japan,TTJ,RJOR,35.530069,134.166553,65,9,U
2336,Tokushima,Tokushima,Japan,TKS,RJOS,34.132808,134.606639,26,9,U
2337,Takamatsu,Takamatsu,Japan,TAK,RJOT,34.214167,134.015556,607,9,U
2340,Aomori,Aomori,Japan,AOJ,RJSA,40.734722,140.690833,664,9,U
2341,Yamagata,Yamagata,Japan,GAJ,RJSC,38.411894,140.371331,353,9,U
2344,Hanamaki,Hanamaki,Japan,HNA,RJSI,39.428611,141.135278,297,9,U
2345,Akita,Akita,Japan,AXT,RJSK,39.615556,140.218611,313,9,U
2346,Misawa Ab,Misawa,Japan,MSJ,RJSM,40.703222,141.368364,119,9,U
2347,Sendai,Sendai,Japan,SDJ,RJSS,38.139722,140.916944,15,9,U
2352,Hachijojima,Hachijojima,Japan,HAC,RJTH,33.115,139.785833,303,9,U
2356,Oshima,Oshima,Japan,OIM,RJTO,34.782033,139.360306,130,9,U
2359,Tokyo Intl,Tokyo,Japan,HND,RJTT,35.552258,139.779694,35,9,U
2361,Gwangju,Kwangju,South Korea,KWJ,RKJJ,35.126389,126.808889,39,9,U
2365,Yeosu,Yeosu,South Korea,RSU,RKJY,34.842328,127.61685,53,9,U
2370,Jeju Intl,Cheju,South Korea,CJU,RKPC,33.511306,126.493028,118,9,U
2372,Gimhae Intl,Busan,South Korea,PUS,RKPK,35.179528,128.938222,6,9,U
2374,Ulsan,Ulsan,South Korea,USN,RKPU,35.593494,129.351722,45,9,U
2378,Gimpo,Seoul,South Korea,GMP,RKSS,37.558311,126.790586,58,9,U
2380,Pohang,Pohang,South Korea,KPO,RKTH,35.987858,129.420486,70,9,U
2381,Daegu Ab,Taegu,South Korea,TAE,RKTN,35.894108,128.658856,116,9,U
2384,Naha,Okinawa,Japan,OKA,ROAH,26.195814,127.645869,12,9,N
2387,Ishigaki,Ishigaki,Japan,ISG,ROIG,24.344525,124.186983,93,9,U
2388,Kumejima,Kumejima,Japan,UEO,ROKJ,26.363506,126.713806,23,9,U
2390,Miyako,Miyako,Japan,MMY,ROMY,24.782833,125.295111,150,9,U
2396,Yonaguni,Yonaguni Jima,Japan,OGN,ROYN,24.466944,122.977778,70,9,U
2397,Ninoy Aquino Intl,Manila,Philippines,MNL,RPLL,14.508647,121.019581,75,8,N
2399,Cotabato,Cotabato,Philippines,CBO,RPMC,7.165242,124.209619,189,8,N
2400,Cagayan De Oro,Ladag,Philippines,CGY,RPML,8.415619,124.611219,601,8,N
2401,Pagadian,Pagadian,Philippines,PAG,RPMP,7.827197,123.458294,5,8,N
2404,Zamboanga Intl,Zamboanga,Philippines,ZAM,RPMZ,6.922419,122.059633,33,8,N
2422,Daniel Z Romualdez,Tacloban,Philippines,TAC,RPVA,11.227628,125.027758,10,8,N
2423,Bacolod,Bacolod,Philippines,BCD,RPVB,10.642511,122.929617,25,8,N
2425,Dumaguete,Dumaguete,Philippines,DGT,RPVD,9.333714,123.300472,15,8,N
2429,Iloilo,Iloilo,Philippines,ILO,RPVI,10.713044,122.545297,27,8,N
2430,Kalibo,Kalibo,Philippines,KLO,RPVK,11.679431,122.376294,14,8,N
2433,Puerto Princesa,Puerto Princesa,Philippines,PPS,RPVP,9.742119,118.758731,71,8,N
2435,Antique,San Jose,Philippines,SJI,RPVS,10.766044,121.933439,23,8,N
2440,Rosario,Rosario,Argentina,ROS,SAAR,-32.903611,-60.785,85,-3,N
2441,Sauce Viejo,Santa Fe,Argentina,SFN,SAAV,-31.711666,-60.811668,56,-3,N
2442,Aeroparque Jorge Newbery,Buenos Aires,Argentina,AEP,SABE,-34.559175,-58.415606,18,-3,N
2443,Ambrosio L V Taravella,Cordoba,Argentina,COR,SACO,-31.323619,-64.207953,1604,-3,N
2452,El Plumerillo,Mendoza,Argentina,MDZ,SAME,-32.831717,-68.792856,2310,-3,N
2454,San Rafael,San Rafael,Argentina,AFA,SAMR,-34.588314,-68.403854,2470,-3,N
2455,Catamarca,Catamarca,Argentina,CTC,SANC,-28.593214,-65.750925,1522,-3,N
2456,Santiago Del Estero,Santiago Del Estero,Argentina,SDE,SANE,-27.765617,-64.310122,656,-3,N
2458,La Rioja,La Rioja,Argentina,IRJ,SANL,-29.381636,-66.795839,1436,-3,N
2460,Teniente Benjamin Matienzo,Tucuman,Argentina,TUC,SANT,-26.840861,-65.104944,1495,-3,N
2461,San Juan,San Julian,Argentina,UAQ,SANU,-31.571472,-68.418194,1959,-3,N
2467,San Luis,San Luis,Argentina,LUQ,SAOU,-33.273192,-66.356422,2329,-3,N
2468,Corrientes,Corrientes,Argentina,CNQ,SARC,-27.445503,-58.761864,203,-3,N
2469,Resistencia,Resistencia,Argentina,RES,SARE,-27.449986,-59.056125,173,-3,N
2470,Formosa,Formosa,Argentina,FMA,SARF,-26.212722,-58.228111,194,-3,N
2471,Cataratas Del Iguazu,Iguazu Falls,Argentina,IGR,SARI,-25.737281,-54.473444,916,-3,N
2474,Posadas,Posadas,Argentina,PSS,SARP,-27.385839,-55.970728,430,-3,N
2476,Salta,Salta,Argentina,SLA,SASA,-24.855978,-65.486169,4088,-3,N
2477,Jujuy,Jujuy,Argentina,JUJ,SASJ,-24.392778,-65.097778,3019,-3,N
2487,Comodoro Rivadavia,Comodoro Rivadavia,Argentina,CRD,SAVC,-45.785347,-67.465508,190,-3,N
2488,Esquel,Esquel,Argentina,EQS,SAVE,-42.90795,-71.139472,2621,-3,N
2490,Almirante Zar,Trelew,Argentina,REL,SAVT,-43.2105,-65.270319,141,-3,N
2491,Gobernador Castello,Viedma,Argentina,VDM,SAVV,-40.869222,-63.000389,20,-3,N
2492,El Tehuelche,Puerto Madryn,Argentina,PMY,SAVY,-42.759161,-65.102725,426,-3,N
2495,Rio Grande,Rio Grande,Argentina,RGA,SAWE,-53.777667,-67.749389,65,-3,N
2496,Rio Gallegos,Rio Gallegos,Argentina,RGL,SAWG,-51.608875,-69.312636,61,-3,N
2497,Ushuaia Malvinas Argentinas,Ushuaia,Argentina,USH,SAWH,-54.843278,-68.29575,71,-3,N
2501,Comandante Espora,Bahia Blanca,Argentina,BHI,SAZB,-38.724967,-62.169317,246,-3,N
6851,Gogebic Iron County Airport,Ironwood,United States,IWD,\N,46.5274747,-90.1313967,1230,-6,U
2508,Mar Del Plata,Mar Del Plata,Argentina,MDQ,SAZM,-37.934167,-57.573333,71,-3,N
2509,Presidente Peron,Neuquen,Argentina,NQN,SAZN,-38.949,-68.155711,895,-3,N
2512,Santa Rosa,Santa Rosa,Argentina,RSA,SAZR,-36.588322,-64.275694,630,-3,N
2513,San Carlos De Bariloche,San Carlos De Bariloche,Argentina,BRC,SAZS,-41.151172,-71.157542,2776,-3,N
2517,Aviador C Campos,San Martin Des Andes,Argentina,CPC,SAZY,-40.075383,-71.137294,2569,-3,N
2518,Conceicao Do Araguaia,Conceicao Do Araguaia,Brazil,CDJ,SBAA,-8.348347,-49.301528,653,-3,S
2522,Santa Maria,Aracaju,Brazil,AJU,SBAR,-10.984,-37.070333,23,-3,S
2524,Alta Floresta,Alta Floresta,Brazil,AFL,SBAT,-9.866092,-56.106206,947,-4,S
2525,Aracatuba,Aracatuba,Brazil,ARU,SBAU,-21.141342,-50.424722,1361,-3,S
2526,Val De Cans Intl,Belem,Brazil,BEL,SBBE,-1.37925,-48.476292,54,-3,S
2528,Pampulha Carlos Drummond De Andrade,Belo Horizonte,Brazil,PLU,SBBH,-19.851181,-43.950628,2589,-3,S
2531,Presidente Juscelino Kubitschek,Brasilia,Brazil,BSB,SBBR,-15.8711,-47.918625,3479,-3,S
2533,Boa Vista,Boa Vista,Brazil,BVB,SBBV,2.846311,-60.690069,276,-4,S
2535,Cascavel,Cascavel,Brazil,CAC,SBCA,-25.000339,-53.500764,2473,-3,S
2537,Tancredo Neves Intl,Belo Horizonte,Brazil,CNF,SBCF,-19.63375,-43.968856,2715,-3,S
2538,Campo Grande,Campo Grande,Brazil,CGR,SBCG,-20.468667,-54.6725,1833,-4,S
2539,Chapeco,Chapeco,Brazil,XAP,SBCH,-27.134219,-52.656553,2146,-3,S
2541,Forquilhinha,Criciuma,Brazil,CCM,SBCM,-28.725817,-49.424739,93,-3,S
2543,Bartolomeu Lisandro,Campos,Brazil,CAW,SBCP,-21.698333,-41.301669,57,-3,S
2544,Corumba Intl,Corumba,Brazil,CMG,SBCR,-19.011931,-57.673053,461,-4,S
2545,Afonso Pena,Curitiba,Brazil,CWB,SBCT,-25.528475,-49.175775,2988,-3,S
2547,Campo Dos Bugres,Caxias Do Sul,Brazil,CXJ,SBCX,-29.197064,-51.187536,2472,-3,S
2548,Marechal Rondon,Cuiaba,Brazil,CGB,SBCY,-15.652931,-56.116719,617,-4,S
2549,Cruzeiro do Sul,Cruzeiro do Sul,Brazil,CZS,SBCZ,-7.599906,-72.769489,637,-5,S
2550,Presidente Prudente,President Prudente,Brazil,PPB,SBDN,-22.175056,-51.424639,1477,-3,S
2551,Eduardo Gomes Intl,Manaus,Brazil,MAO,SBEG,-3.038611,-60.049721,264,-4,S
2554,Cataratas Intl,Foz Do Iguacu,Brazil,IGU,SBFI,-25.59615,-54.487206,787,-3,S
2555,Hercilio Luz,Florianopolis,Brazil,FLN,SBFL,-27.670489,-48.547181,20,-3,S
2556,Fernando De Noronha,Fernando Do Noronha,Brazil,FEN,SBFN,-3.854928,-32.423336,193,-2,S
2559,Pinto Martins Intl,Fortaleza,Brazil,FOR,SBFZ,-3.776283,-38.532556,82,-3,S
2560,Galeao Antonio Carlos Jobim,Rio De Janeiro,Brazil,GIG,SBGL,-22.808903,-43.243647,28,-3,S
2562,Santa Genoveva,Goiania,Brazil,GYN,SBGO,-16.632033,-49.220686,2450,-3,S
2564,Guarulhos Gov Andre Franco Montouro,Sao Paulo,Brazil,GRU,SBGR,-23.432075,-46.469511,2459,-3,S
2566,Altamira,Altamira,Brazil,ATM,SBHT,-3.253906,-52.253978,368,-3,S
2569,Ilheus,Ilheus,Brazil,IOS,SBIL,-14.815964,-39.033197,15,-3,S
2570,Usiminas,Ipatinga,Brazil,IPN,SBIP,-19.470722,-42.487583,784,-3,S
2572,Prefeito Renato Moreira,Imperatriz,Brazil,IMP,SBIZ,-5.531292,-47.46005,431,-3,S
2574,Francisco De Assis,Juiz De Fora,Brazil,JDF,SBJF,-21.7915,-43.386778,2989,-3,S
2575,Presidente Castro Pinto,Joao Pessoa,Brazil,JPA,SBJP,-7.148381,-34.950681,215,-3,S
2576,Lauro Carneiro De Loyola,Joinville,Brazil,JOI,SBJV,-26.224453,-48.797364,15,-3,S
2577,Presidente Joao Suassuna,Campina Grande,Brazil,CPV,SBKG,-7.269917,-35.896364,1646,-3,S
2578,Viracopos,Campinas,Brazil,VCP,SBKP,-23.0075,-47.134444,2170,-3,S
2581,Londrina,Londrina,Brazil,LDB,SBLO,-23.333625,-51.130072,1867,-3,S
2582,Bom Jesus Da Lapa,Bom Jesus Da Lapa,Brazil,LAZ,SBLP,-13.262086,-43.408114,1454,-3,S
2584,Maraba,Maraba,Brazil,MAB,SBMA,-5.368589,-49.138025,357,-3,S
2586,Regional De Maringa Silvio Name Junior,Maringa,Brazil,MGF,SBMG,-23.476392,-52.016406,1788,-3,S
2587,Mario Ribeiro,Montes Claros,Brazil,MOC,SBMK,-16.706925,-43.8189,2191,-3,S
2590,Zumbi Dos Palmares,Maceio,Brazil,MCZ,SBMO,-9.510808,-35.791678,387,-3,S
2591,Macapa,Macapa,Brazil,MCP,SBMQ,0.050664,-51.072178,56,-3,S
2594,Manicore,Manicore,Brazil,MNX,SBMY,-5.811381,-61.278319,174,-4,S
2595,Ministro Victor Konder Intl,Navegantes,Brazil,NVT,SBNF,-26.879999,-48.65139,18,-3,S
2596,Santo Angelo,Santo Angelo,Brazil,GEL,SBNM,-28.281683,-54.169139,1056,-3,S
2597,Augusto Severo,Natal,Brazil,NAT,SBNT,-5.911417,-35.247717,169,-3,S
2599,Salgado Filho,Porto Alegre,Brazil,POA,SBPA,-29.994428,-51.171428,11,-3,S
2602,Lauro Kurtz,Passo Fundo,Brazil,PFB,SBPF,-28.243989,-52.326558,2376,-3,S
2603,Pelotas,Pelotas,Brazil,PET,SBPK,-31.718353,-52.327689,59,-3,S
2604,Senador Nilo Coelho,Petrolina,Brazil,PNZ,SBPL,-9.362411,-40.569097,1263,-3,S
2607,Governador Jorge Teixeira De Oliveira,Porto Velho,Brazil,PVH,SBPV,-8.709294,-63.902281,294,-4,S
2609,PlÃ¡cido de Castro,Rio Branco,Brazil,RBR,SBRB,-9.583,-67.4836,633,-5,S
2610,Guararapes Gilberto Freyre Intl,Recife,Brazil,REC,SBRF,-8.126794,-34.923039,33,-3,S
2611,Rio Grande,Rio Grande,Brazil,RIG,SBRG,-32.082617,-52.166542,27,-3,S
2612,Santos Dumont,Rio De Janeiro,Brazil,SDU,SBRJ,-22.910461,-43.163133,11,-3,S
2613,Leite Lopes,Ribeirao Preto,Brazil,RAO,SBRP,-21.134167,-47.774189,1802,-3,S
2615,Professor Urbano Ernesto Stumpf,Sao Jose Dos Campos,Brazil,SJK,SBSJ,-23.228172,-45.862739,2120,-3,S
